"Development of a Centralized Platform for Wildlife, Biodiversity, and Conservation Projects across India- List of NGOs 
",,,
,Sonanadi Wildlife Sanctuary,Wildlife Trust of India,https://www.wti.org.in/news/wti-trains-and-equips-over-1200-wildlife-guards/
,Binsar Wildlife Sanctuary,,
,Nandhaur Wildlife Sanctuary,,
,Benog Wildlife Sanctuary,,
,,,
WEST BENGAL,Chintamoni Kar Bird Sanctuary,,
,Raiganj Wildlife Sanctuary,,
,Kulik Bird Sanctuary,,
,Buxa Tiger Reserve,Nature Mates,https://naturemates.org/
,Chapramari Wildlife Sanctuary,,
,Haliday Island Wildlife Sanctuary,,
,Lothian Island Wildlife Sanctuary,,
,Mahananda Wildlife Sanctuary,,
,Sajnakhali Wildlife Sanctuary,,
,Senchal Wildlife Sanctuary,Kalpavriksh,https://kalpavriksh.org/wp-content/uploads/2020/07/PAUPDATE-68_Aug2007.pdf
,Ballabhpur Wildlife Sanctuary,,
,Bethuadahari Wildlife Sanctuary,,
,Bibhutibhushan Wildlife Sanctuary,,
,Ramnabagan Wildlife Sanctuary,,
,Jore Pokhri Wildlife Sanctuary,,
,Mayurjharna Elephant Reserve,,
,,,
ARUNACHAL PRADESH,Pakke Tiger Reserve,The Corbett Foundation,http://www.corbettfoundation.org/
,D'Ering Memorial Wildlife Sanctuary,,
,Itanagar Wildlife Sanctuary,,
,Mehao Wildlife Sanctuary,Wildlife Trust of India,https://old.wti.org.in/news/solar-energy-a-new-life-for-the-villagers-of-mayodia-village-for-wildlife-conservation/
,Eaglenest Wildlife Sanctuary,Singchung Community Reserve Forest,"https://arunachaltimes.in/index.php/2018/07/05/eaglenest-wildlife-sanctuary-a-success-story-of-conservation/#:~:text=Presently%2C%20this%20forest%20area%20is,by%20visitors%20in%20the%20area."
,Sessa Orchid Sanctuary,,
,Kamlang Wildlife Sanctuary,,
,Dibang Wildlife Sanctuary,,
,Kane Wildlife Sanctuary,,
,Talley Valley Wildlife Sanctuary,,
,Yordi Rabe Supse Wildlife Sanctuary,Conservation India,https://www.conservationindia.org/wp-content/files_mf/projsnowlepcomprsd3.pdf
,,,
ASSAM,Garampani Wildlife Sanctuary,Kalpavriksh,https://kalpavriksh.org/wp-content/uploads/2019/05/Karbi-Anglong-Final-December-2002.pdf
,Laokhowa Wildlife Sanctuary,"International Rhino Foundation, Sanctuary Nature Foundation, WWF","https://rhinos.org/our-work/where-we-work/india/, https://www.sanctuarynaturefoundation.org/article/green-guard-nature-organization, https://www.wwfindia.org/about_wwf/critical_regions/brahmaputra_landscape/interventions/"
,Bura Chapori Wildlife Sanctuary,,
,Bornadi Wildlife Sanctuary,"Pygmy Hog Eco-Tourism Society, Green Valley Forest and Wildlife Protection Society",https://aashim.wordpress.com/2012/05/06/green-valley-forest-and-wildlife-protection-society-an-earnest-trypart-1/
,Pobitora Wildlife Sanctuary,"Aaranyak, WWF","https://aaranyak.org/, https://www.wwfindia.org/?3960/strengthens-patrolling"
,Chakrashila Wildlife Sanctuary,"Aaranyak, Nature's Beckon","https://m.facebook.com/media/set/?set=a.10155043172512363.1073742136.274036697362&type=3, http://naturesbeckon.org/activities-and-achievements"
,Pani Dihing Wildlife Sanctuary,,
,Hoollongapar Gibbon Sanctuary,"Saving Nature, Aaranyak","https://savingnature.com/india-hollongapar-gibbons-sanctuary/, https://aaranyak.org/"
,Sonai Rupai Wildlife Sanctuary,Aaranyak,https://aaranyak.org/division/bengal-florican-conservation-project/
,East Karbi-Anglong Wildlife Sanctuary,Aaranyak,https://wildlandscapes.org/news/exploring-india-s-wild-heart
,Nambor Wildlife Sanctuary,Kalpavriksh,https://kalpavriksh.org/wp-content/uploads/2019/05/Karbi-Anglong-Final-December-2002.pdf
,Nambor-Doigrung Wildlife Sanctuary,,
,Dehing Patkai Wildlife Sanctuary,"Nature's Beckon, Sanctuary Nature Foundation, Green Guard Nature Organization","http://naturesbeckon.org/activities-and-achievements, https://sanctuarynaturefoundation.org/article/ngo-opposes-coal-mining-in-dihing-patkai-elephant-reserve"
,Amchang Wildlife Sanctuary,,
,Borail Wildlife Sanctuary,,
,Deepor Beel Bird Sanctuary,NEWS,"https://livinglakes.org/deepor-beel/#:~:text=As%20part%20of%20the%20Living,and%20restore%20this%20precious%20ecosystem."
,Marat Longri WLS,Wildlife Trust of India,https://www.wti.org.in/news/greening-karbi-anglong-50000-saplings-to-be-planted-in-marat-longri/
,,,
BIHAR,Bhimbandh Wildlife Sanctuary,,
,Gautam Budha Wildlife Sanctuary,,
,Pant Wildlife Sanctuary,,
,Udaypur Wildlife Sanctuary,,
,Kaimur Wildlife Sanctuary,"Wildlife Trust of India, Kaimur Wildlife Foundation","https://www.wti.org.in/projects/kaimur-recovery-project/, https://www.facebook.com/KWF4INDIA/"
,Nagi Dam Wildlife Sanctuary,,
,Nakti Dam Wildlife Sanctuary,,
,Kanwar Lake Bird Sanctuary,,
,Vikramshila Gangetic Dolphin Sanctuary,Mandar Nature Club,https://www.medindia.net/directories/ngos/mandar-nature-club-bhagalpur-bihar-51081-1.htm
,Kusheshwar Asthan Bird Sanctuary,,
,Barela Jheel Salim Ali- Jubba Sahni Bird Sanctuary,,
,,,
CHANDIGARH,City Birds WLS,,
,Sukhna Lake WLS,Yuvsatta,https://volunteeratyuvsatta.in/
,,,
CHATTISGARH,Sitanadi Wildlife Sanctuary,,
,Achanakmar Wildlife Sanctuary,Wildlife Trust of India,https://old.wti.org.in/tag/rap/
,Badalkhol Wildlife Sanctuary,WWF,http://awsassets.wwfindia.org/downloads/conserving_protected_areas_and_wildlife_1.pdf
,Barnawapara Wildlife Sanctuary,,
,Tamor Pingla Wildlife Sanctuary,Sanctuary Nature Foundation,https://www.sanctuarynaturefoundation.org/article/tamor-pingla-sanctuary
,Semarsot Wildlife Sanctuary,,
,Bhairamgarh Wildlife Sanctuary,WWF,http://awsassets.wwfindia.org/downloads/conserving_protected_areas_and_wildlife_1.pdf
,Bhoramdev Wildlife Sanctuary,WWF,http://awsassets.wwfindia.org/downloads/conserving_protected_areas_and_wildlife_1.pdf
,Sarangarh-Gomardha WLS,,
,Pamed Wild Buffalo WLS,Wildlife Trust of India,https://www.wti.org.in/wp-content/uploads/2022/12/Wild-Buffalo-CAR-Print-final_compressed.pdf
,Udanti Wild Buffalo WLS,Wildlife Trust of India,https://www.wti.org.in/tag/udanti-wildlife-sanctuary/
,,,
JAMMU AND KASHMIR,Trikuta Wildlife Sanctuary,Kalpavriksh,https://kalpavriksh.org/wp-content/uploads/2020/10/103-PROTECTED-AREA-UPDATE-103-final_compressed.pdf
,Surinsar Mansar Wildlife Sanctuary,Wildlife SOS,https://wildlifesos.org/chronological-news/asian-waterbird-census-2023-at-ramsar-site-in-jammu-and-kashmir/
,Ramnagar Rakha WLS,,
,Nandni WLS,,
,Baltal-Thajwas WLS,,
,Gulmarg Wildlife Sanctuary,,
,Hirpora Wildlife Sanctuary,Wildlife Trust of India,"https://www.wti.org.in/projects/kashmir-markhor-recovery-project/#:~:text=Project%20Description,falconeri)%20in%20Jammu%20and%20Kashmir."
,Jasrota Wildlife Sanctuary,,
,Lachipora WLS,,
,Limber Wildlife Sanctuary,,
,Overa-Aru Wildlife Sanctuary,,
,Hokersar Wildlife Sanctuary,Jammu and Kashmir Eco Watch,https://www.facebook.com/jkew.ypjk/
,Rajparian Wildlife Sanctuary,,
,Tral Wildlife Sanctuary,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
